test preparation course,sum_score,prep_binary,rank_prep,rank_score,d_i,d_i^2
completed,220.0,1.0,188.0,368.5,-180.5,32580.25
none,154.0,0.0,688.0,850.0,-162.0,26244.0
none,244.0,0.0,688.0,188.0,500.0,250000.0
none,204.0,0.0,688.0,477.0,211.0,44521.0
none,181.0,0.0,688.0,682.5,5.5,30.25
none,218.0,0.0,688.0,383.5,304.5,92720.25
none,118.0,0.0,688.0,968.5,-280.5,78680.25
completed,255.0,1.0,188.0,135.0,53.0,2809.0
completed,253.0,1.0,188.0,142.5,45.5,2070.25
completed,160.0,1.0,188.0,817.5,-629.5,396270.25
none,208.0,0.0,688.0,449.5,238.5,56882.25
none,243.0,0.0,688.0,197.0,491.0,241081.0
none,223.0,0.0,688.0,343.5,344.5,118680.25
completed,269.0,1.0,188.0,77.5,110.5,12210.25
none,211.0,0.0,688.0,424.0,264.0,69696.0
none,168.0,0.0,688.0,775.5,-87.5,7656.25
none,203.0,0.0,688.0,484.5,203.5,41412.25
completed,259.0,1.0,188.0,112.0,76.0,5776.0
none,187.0,0.0,688.0,643.5,44.5,1980.25
none,207.0,0.0,688.0,456.5,231.5,53592.25
none,209.0,0.0,688.0,440.0,248.0,61504.0
none,205.0,0.0,688.0,469.5,218.5,47742.25
none,230.0,0.0,688.0,292.5,395.5,156420.25
completed,224.0,1.0,188.0,334.0,-146.0,21316.0
completed,262.0,1.0,188.0,98.0,90.0,8100.0
none,237.0,0.0,688.0,241.5,446.5,199362.25
none,189.0,0.0,688.0,624.5,63.5,4032.25
none,172.0,0.0,688.0,746.0,-58.0,3364.0
none,177.0,0.0,688.0,710.5,-22.5,506.25
completed,219.0,1.0,188.0,376.5,-188.5,35532.25
none,181.0,0.0,688.0,682.5,5.5,30.25
none,280.0,0.0,688.0,41.0,647.0,418609.0
completed,272.0,1.0,188.0,69.0,119.0,14161.0
none,143.0,0.0,688.0,902.0,-214.0,45796.0
none,68.0,0.0,688.0,998.0,-310.0,96100.0
none,173.0,0.0,688.0,738.0,-50.0,2500.0
none,269.0,0.0,688.0,77.5,610.5,372710.25
none,234.0,0.0,688.0,268.0,420.0,176400.0
completed,270.0,1.0,188.0,74.0,114.0,12996.0
none,190.0,0.0,688.0,615.0,73.0,5329.0
completed,255.0,1.0,188.0,135.0,53.0,2809.0
completed,208.0,1.0,188.0,449.5,-261.5,68382.25
none,195.0,0.0,688.0,562.0,126.0,15876.0
none,195.0,0.0,688.0,562.0,126.0,15876.0
none,206.0,0.0,688.0,463.0,225.0,50625.0
none,172.0,0.0,688.0,746.0,-58.0,3364.0
none,166.0,0.0,688.0,789.0,-101.0,10201.0
none,188.0,0.0,688.0,633.0,55.0,3025.0
none,258.0,0.0,688.0,120.5,567.5,322056.25
completed,245.0,1.0,188.0,182.5,5.5,30.25
none,178.0,0.0,688.0,701.5,-13.5,182.25
none,207.0,0.0,688.0,456.5,231.5,53592.25
none,175.0,0.0,688.0,721.5,-33.5,1122.25
none,175.0,0.0,688.0,721.5,-33.5,1122.25
none,232.0,0.0,688.0,281.0,407.0,165649.0
none,181.0,0.0,688.0,682.5,5.5,30.25
none,180.0,0.0,688.0,688.5,-0.5,0.25
none,190.0,0.0,688.0,615.0,73.0,5329.0
none,248.0,0.0,688.0,169.5,518.5,268842.25
none,113.0,0.0,688.0,974.5,-286.5,82082.25
completed,253.0,1.0,188.0,142.5,45.5,2070.25
none,114.0,0.0,688.0,972.5,-284.5,80940.25
none,189.0,0.0,688.0,624.5,63.5,4032.25
none,289.0,0.0,688.0,20.5,667.5,445556.25
none,124.0,0.0,688.0,960.0,-272.0,73984.0
completed,196.0,1.0,188.0,551.0,-363.0,131769.0
completed,107.0,1.0,188.0,980.0,-792.0,627264.0
completed,219.0,1.0,188.0,376.5,-188.5,35532.25
none,209.0,0.0,688.0,440.0,248.0,61504.0
completed,173.0,1.0,188.0,738.0,-550.0,302500.0
completed,184.0,1.0,188.0,665.5,-477.5,228006.25
completed,294.0,1.0,188.0,10.5,177.5,31506.25
none,252.0,0.0,688.0,147.5,540.5,292140.25
none,150.0,0.0,688.0,870.0,-182.0,33124.0
completed,238.0,1.0,188.0,234.5,-46.5,2162.25
completed,143.0,1.0,188.0,902.0,-714.0,509796.0
completed,240.0,1.0,188.0,219.5,-31.5,992.25
none,75.0,0.0,688.0,997.0,-309.0,95481.0
none,197.0,0.0,688.0,540.0,148.0,21904.0
none,226.0,0.0,688.0,320.0,368.0,135424.0
none,190.0,0.0,688.0,615.0,73.0,5329.0
none,166.0,0.0,688.0,789.0,-101.0,10201.0
completed,170.0,1.0,188.0,763.5,-575.5,331200.25
completed,198.0,1.0,188.0,530.5,-342.5,117306.25
completed,265.0,1.0,188.0,89.0,99.0,9801.0
completed,216.0,1.0,188.0,396.0,-208.0,43264.0
none,196.0,0.0,688.0,551.0,137.0,18769.0
none,204.0,0.0,688.0,477.0,211.0,44521.0
none,223.0,0.0,688.0,343.5,344.5,118680.25
completed,236.0,1.0,188.0,249.0,-61.0,3721.0
completed,166.0,1.0,188.0,789.0,-601.0,361201.0
none,156.0,0.0,688.0,840.0,-152.0,23104.0
completed,200.0,1.0,188.0,512.5,-324.5,105300.25
completed,174.0,1.0,188.0,730.0,-542.0,293764.0
completed,264.0,1.0,188.0,92.5,95.5,9120.25
none,172.0,0.0,688.0,746.0,-58.0,3364.0
completed,294.0,1.0,188.0,10.5,177.5,31506.25
completed,170.0,1.0,188.0,763.5,-575.5,331200.25
completed,255.0,1.0,188.0,135.0,53.0,2809.0
none,215.0,0.0,688.0,402.5,285.5,81510.25
none,197.0,0.0,688.0,540.0,148.0,21904.0
none,204.0,0.0,688.0,477.0,211.0,44521.0
none,167.0,0.0,688.0,781.0,-93.0,8649.0
completed,190.0,1.0,188.0,615.0,-427.0,182329.0
none,231.0,0.0,688.0,286.5,401.5,161202.25
none,166.0,0.0,688.0,789.0,-101.0,10201.0
none,135.0,0.0,688.0,934.5,-246.5,60762.25
none,186.0,0.0,688.0,652.0,36.0,1296.0
completed,291.0,1.0,188.0,16.0,172.0,29584.0
none,164.0,0.0,688.0,799.5,-111.5,12432.25
none,207.0,0.0,688.0,456.5,231.5,53592.25
completed,225.0,1.0,188.0,328.0,-140.0,19600.0
none,214.0,0.0,688.0,407.0,281.0,78961.0
none,228.0,0.0,688.0,302.0,386.0,148996.0
none,223.0,0.0,688.0,343.5,344.5,118680.25
completed,228.0,1.0,188.0,302.0,-114.0,12996.0
none,172.0,0.0,688.0,746.0,-58.0,3364.0
completed,265.0,1.0,188.0,89.0,99.0,9801.0
completed,198.0,1.0,188.0,530.5,-342.5,117306.25
completed,300.0,1.0,188.0,2.0,186.0,34596.0
completed,236.0,1.0,188.0,249.0,-61.0,3721.0
none,184.0,0.0,688.0,665.5,22.5,506.25
none,179.0,0.0,688.0,693.5,-5.5,30.25
none,237.0,0.0,688.0,241.5,446.5,199362.25
completed,234.0,1.0,188.0,268.0,-80.0,6400.0
none,221.0,0.0,688.0,360.5,327.5,107256.25
completed,241.0,1.0,188.0,211.0,-23.0,529.0
none,178.0,0.0,688.0,701.5,-13.5,182.25
completed,195.0,1.0,188.0,562.0,-374.0,139876.0
none,223.0,0.0,688.0,343.5,344.5,118680.25
completed,256.0,1.0,188.0,131.0,57.0,3249.0
completed,291.0,1.0,188.0,16.0,172.0,29584.0
completed,142.0,1.0,188.0,905.5,-717.5,514806.25
none,201.0,0.0,688.0,502.0,186.0,34596.0
completed,256.0,1.0,188.0,131.0,57.0,3249.0
completed,280.0,1.0,188.0,41.0,147.0,21609.0
none,266.0,0.0,688.0,85.0,603.0,363609.0
completed,194.0,1.0,188.0,572.0,-384.0,147456.0
none,210.0,0.0,688.0,430.0,258.0,66564.0
none,194.0,0.0,688.0,572.0,116.0,13456.0
none,167.0,0.0,688.0,781.0,-93.0,8649.0
none,210.0,0.0,688.0,430.0,258.0,66564.0
completed,270.0,1.0,188.0,74.0,114.0,12996.0
completed,179.0,1.0,188.0,693.5,-505.5,255530.25
none,242.0,0.0,688.0,205.0,483.0,233289.0
none,208.0,0.0,688.0,449.5,238.5,56882.25
completed,262.0,1.0,188.0,98.0,90.0,8100.0
none,201.0,0.0,688.0,502.0,186.0,34596.0
none,193.0,0.0,688.0,582.0,106.0,11236.0
none,138.0,0.0,688.0,919.0,-231.0,53361.0
completed,235.0,1.0,188.0,258.0,-70.0,4900.0
completed,231.0,1.0,188.0,286.5,-98.5,9702.25
completed,216.0,1.0,188.0,396.0,-208.0,43264.0
none,128.0,0.0,688.0,950.0,-262.0,68644.0
none,109.0,0.0,688.0,978.5,-290.5,84390.25
none,171.0,0.0,688.0,755.0,-67.0,4489.0
none,182.0,0.0,688.0,675.0,13.0,169.0
completed,224.0,1.0,188.0,334.0,-146.0,21316.0
completed,251.0,1.0,188.0,153.5,34.5,1190.25
completed,254.0,1.0,188.0,139.0,49.0,2401.0
completed,223.0,1.0,188.0,343.5,-155.5,24180.25
none,221.0,0.0,688.0,360.5,327.5,107256.25
none,205.0,0.0,688.0,469.5,218.5,47742.25
none,200.0,0.0,688.0,512.5,175.5,30800.25
none,111.0,0.0,688.0,977.0,-289.0,83521.0
completed,266.0,1.0,188.0,85.0,103.0,10609.0
none,167.0,0.0,688.0,781.0,-93.0,8649.0
none,272.0,0.0,688.0,69.0,619.0,383161.0
none,193.0,0.0,688.0,582.0,106.0,11236.0
completed,263.0,1.0,188.0,95.5,92.5,8556.25
none,277.0,0.0,688.0,51.0,637.0,405769.0
completed,223.0,1.0,188.0,343.5,-155.5,24180.25
none,196.0,0.0,688.0,551.0,137.0,18769.0
completed,191.0,1.0,188.0,604.0,-416.0,173056.0
completed,276.0,1.0,188.0,54.0,134.0,17956.0
none,276.0,0.0,688.0,54.0,634.0,401956.0
none,257.0,0.0,688.0,127.0,561.0,314721.0
none,181.0,0.0,688.0,682.5,5.5,30.25
none,90.0,0.0,688.0,991.0,-303.0,91809.0
completed,151.0,1.0,188.0,866.0,-678.0,459684.0
none,238.0,0.0,688.0,234.5,453.5,205662.25
completed,236.0,1.0,188.0,249.0,-61.0,3721.0
none,233.0,0.0,688.0,276.0,412.0,169744.0
none,254.0,0.0,688.0,139.0,549.0,301401.0
none,221.0,0.0,688.0,360.5,327.5,107256.25
completed,268.0,1.0,188.0,80.5,107.5,11556.25
none,225.0,0.0,688.0,328.0,360.0,129600.0
none,158.0,0.0,688.0,828.5,-140.5,19740.25
none,126.0,0.0,688.0,955.5,-267.5,71556.25
none,159.0,0.0,688.0,823.5,-135.5,18360.25
none,235.0,0.0,688.0,258.0,430.0,184900.0
none,188.0,0.0,688.0,633.0,55.0,3025.0
completed,275.0,1.0,188.0,58.0,130.0,16900.0
completed,241.0,1.0,188.0,211.0,-23.0,529.0
completed,285.0,1.0,188.0,30.5,157.5,24806.25
completed,127.0,1.0,188.0,952.5,-764.5,584460.25
none,274.0,0.0,688.0,62.5,625.5,391250.25
completed,234.0,1.0,188.0,268.0,-80.0,6400.0
completed,222.0,1.0,188.0,353.5,-165.5,27390.25
none,159.0,0.0,688.0,823.5,-135.5,18360.25
completed,186.0,1.0,188.0,652.0,-464.0,215296.0
none,136.0,0.0,688.0,929.0,-241.0,58081.0
completed,228.0,1.0,188.0,302.0,-114.0,12996.0
completed,229.0,1.0,188.0,296.5,-108.5,11772.25
none,169.0,0.0,688.0,770.5,-82.5,6806.25
completed,251.0,1.0,188.0,153.5,34.5,1190.25
none,226.0,0.0,688.0,320.0,368.0,135424.0
completed,250.0,1.0,188.0,158.5,29.5,870.25
none,165.0,0.0,688.0,795.5,-107.5,11556.25
completed,209.0,1.0,188.0,440.0,-252.0,63504.0
none,167.0,0.0,688.0,781.0,-93.0,8649.0
none,235.0,0.0,688.0,258.0,430.0,184900.0
none,197.0,0.0,688.0,540.0,148.0,21904.0
completed,197.0,1.0,188.0,540.0,-352.0,123904.0
none,157.0,0.0,688.0,834.0,-146.0,21316.0
completed,276.0,1.0,188.0,54.0,134.0,17956.0
completed,169.0,1.0,188.0,770.5,-582.5,339306.25
none,207.0,0.0,688.0,456.5,231.5,53592.25
completed,170.0,1.0,188.0,763.5,-575.5,331200.25
none,227.0,0.0,688.0,310.5,377.5,142506.25
none,210.0,0.0,688.0,430.0,258.0,66564.0
none,188.0,0.0,688.0,633.0,55.0,3025.0
none,134.0,0.0,688.0,939.0,-251.0,63001.0
completed,163.0,1.0,188.0,805.5,-617.5,381306.25
none,275.0,0.0,688.0,58.0,630.0,396900.0
completed,242.0,1.0,188.0,205.0,-17.0,289.0
none,196.0,0.0,688.0,551.0,137.0,18769.0
none,132.0,0.0,688.0,946.0,-258.0,66564.0
none,175.0,0.0,688.0,721.5,-33.5,1122.25
none,283.0,0.0,688.0,36.0,652.0,425104.0
completed,236.0,1.0,188.0,249.0,-61.0,3721.0
completed,259.0,1.0,188.0,112.0,76.0,5776.0
none,151.0,0.0,688.0,866.0,-178.0,31684.0
completed,241.0,1.0,188.0,211.0,-23.0,529.0
none,232.0,0.0,688.0,281.0,407.0,165649.0
none,204.0,0.0,688.0,477.0,211.0,44521.0
none,95.0,0.0,688.0,989.0,-301.0,90601.0
none,270.0,0.0,688.0,74.0,614.0,376996.0
none,172.0,0.0,688.0,746.0,-58.0,3364.0
completed,274.0,1.0,188.0,62.5,125.5,15750.25
none,140.0,0.0,688.0,912.5,-224.5,50400.25
none,192.0,0.0,688.0,593.0,95.0,9025.0
none,220.0,0.0,688.0,368.5,319.5,102080.25
none,184.0,0.0,688.0,665.5,22.5,506.25
completed,178.0,1.0,188.0,701.5,-513.5,263682.25
none,192.0,0.0,688.0,593.0,95.0,9025.0
completed,300.0,1.0,188.0,2.0,186.0,34596.0
completed,243.0,1.0,188.0,197.0,-9.0,81.0
none,238.0,0.0,688.0,234.5,453.5,205662.25
none,194.0,0.0,688.0,572.0,116.0,13456.0
completed,235.0,1.0,188.0,258.0,-70.0,4900.0
none,138.0,0.0,688.0,919.0,-231.0,53361.0
completed,201.0,1.0,188.0,502.0,-314.0,98596.0
none,222.0,0.0,688.0,353.5,334.5,111890.25
none,176.0,0.0,688.0,716.0,-28.0,784.0
none,126.0,0.0,688.0,955.5,-267.5,71556.25
none,153.0,0.0,688.0,856.0,-168.0,28224.0
none,153.0,0.0,688.0,856.0,-168.0,28224.0
none,192.0,0.0,688.0,593.0,95.0,9025.0
none,298.0,0.0,688.0,6.5,681.5,464442.25
none,214.0,0.0,688.0,407.0,281.0,78961.0
completed,177.0,1.0,188.0,710.5,-522.5,273006.25
none,122.0,0.0,688.0,962.0,-274.0,75076.0
none,146.0,0.0,688.0,884.0,-196.0,38416.0
none,191.0,0.0,688.0,604.0,84.0,7056.0
completed,226.0,1.0,188.0,320.0,-132.0,17424.0
none,35.0,0.0,688.0,1000.0,-312.0,97344.0
none,212.0,0.0,688.0,418.0,270.0,72900.0
none,50.0,0.0,688.0,999.0,-311.0,96721.0
completed,220.0,1.0,188.0,368.5,-180.5,32580.25
none,259.0,0.0,688.0,112.0,576.0,331776.0
none,203.0,0.0,688.0,484.5,203.5,41412.25
none,290.0,0.0,688.0,18.5,669.5,448230.25
completed,259.0,1.0,188.0,112.0,76.0,5776.0
completed,199.0,1.0,188.0,522.5,-334.5,111890.25
completed,217.0,1.0,188.0,390.0,-202.0,40804.0
none,198.0,0.0,688.0,530.5,157.5,24806.25
none,157.0,0.0,688.0,834.0,-146.0,21316.0
completed,234.0,1.0,188.0,268.0,-80.0,6400.0
none,227.0,0.0,688.0,310.5,377.5,142506.25
none,197.0,0.0,688.0,540.0,148.0,21904.0
completed,275.0,1.0,188.0,58.0,130.0,16900.0
completed,208.0,1.0,188.0,449.5,-261.5,68382.25
none,186.0,0.0,688.0,652.0,36.0,1296.0
none,200.0,0.0,688.0,512.5,175.5,30800.25
completed,184.0,1.0,188.0,665.5,-477.5,228006.25
completed,208.0,1.0,188.0,449.5,-261.5,68382.25
completed,258.0,1.0,188.0,120.5,67.5,4556.25
none,135.0,0.0,688.0,934.5,-246.5,60762.25
none,172.0,0.0,688.0,746.0,-58.0,3364.0
completed,190.0,1.0,188.0,615.0,-427.0,182329.0
completed,177.0,1.0,188.0,710.5,-522.5,273006.25
completed,244.0,1.0,188.0,188.0,0.0,0.0
none,200.0,0.0,688.0,512.5,175.5,30800.25
none,212.0,0.0,688.0,418.0,270.0,72900.0
none,86.0,0.0,688.0,993.0,-305.0,93025.0
none,164.0,0.0,688.0,799.5,-111.5,12432.25
none,157.0,0.0,688.0,834.0,-146.0,21316.0
none,173.0,0.0,688.0,738.0,-50.0,2500.0
completed,283.0,1.0,188.0,36.0,152.0,23104.0
none,147.0,0.0,688.0,880.0,-192.0,36864.0
none,278.0,0.0,688.0,47.0,641.0,410881.0
none,185.0,0.0,688.0,658.5,29.5,870.25
none,205.0,0.0,688.0,469.5,218.5,47742.25
completed,228.0,1.0,188.0,302.0,-114.0,12996.0
none,259.0,0.0,688.0,112.0,576.0,331776.0
completed,278.0,1.0,188.0,47.0,141.0,19881.0
none,212.0,0.0,688.0,418.0,270.0,72900.0
none,261.0,0.0,688.0,102.5,585.5,342810.25
none,119.0,0.0,688.0,966.5,-278.5,77562.25
none,275.0,0.0,688.0,58.0,630.0,396900.0
completed,245.0,1.0,188.0,182.5,5.5,30.25
completed,207.0,1.0,188.0,456.5,-268.5,72092.25
none,206.0,0.0,688.0,463.0,225.0,50625.0
none,134.0,0.0,688.0,939.0,-251.0,63001.0
none,238.0,0.0,688.0,234.5,453.5,205662.25
completed,232.0,1.0,188.0,281.0,-93.0,8649.0
completed,261.0,1.0,188.0,102.5,85.5,7310.25
none,193.0,0.0,688.0,582.0,106.0,11236.0
none,246.0,0.0,688.0,178.5,509.5,259590.25
completed,272.0,1.0,188.0,69.0,119.0,14161.0
completed,191.0,1.0,188.0,604.0,-416.0,173056.0
completed,179.0,1.0,188.0,693.5,-505.5,255530.25
none,168.0,0.0,688.0,775.5,-87.5,7656.25
none,210.0,0.0,688.0,430.0,258.0,66564.0
none,215.0,0.0,688.0,402.5,285.5,81510.25
none,192.0,0.0,688.0,593.0,95.0,9025.0
none,139.0,0.0,688.0,915.0,-227.0,51529.0
none,150.0,0.0,688.0,870.0,-182.0,33124.0
none,118.0,0.0,688.0,968.5,-280.5,78680.25
none,149.0,0.0,688.0,873.0,-185.0,34225.0
none,144.0,0.0,688.0,895.0,-207.0,42849.0
none,228.0,0.0,688.0,302.0,386.0,148996.0
completed,240.0,1.0,188.0,219.5,-31.5,992.25
none,191.0,0.0,688.0,604.0,84.0,7056.0
none,220.0,0.0,688.0,368.5,319.5,102080.25
completed,284.0,1.0,188.0,32.5,155.5,24180.25
completed,188.0,1.0,188.0,633.0,-445.0,198025.0
completed,243.0,1.0,188.0,197.0,-9.0,81.0
none,112.0,0.0,688.0,976.0,-288.0,82944.0
none,201.0,0.0,688.0,502.0,186.0,34596.0
completed,238.0,1.0,188.0,234.5,-46.5,2162.25
none,144.0,0.0,688.0,895.0,-207.0,42849.0
completed,274.0,1.0,188.0,62.5,125.5,15750.25
none,184.0,0.0,688.0,665.5,22.5,506.25
none,228.0,0.0,688.0,302.0,386.0,148996.0
none,248.0,0.0,688.0,169.5,518.5,268842.25
none,127.0,0.0,688.0,952.5,-264.5,69960.25
completed,171.0,1.0,188.0,755.0,-567.0,321489.0
none,211.0,0.0,688.0,424.0,264.0,69696.0
none,218.0,0.0,688.0,383.5,304.5,92720.25
none,209.0,0.0,688.0,440.0,248.0,61504.0
completed,298.0,1.0,188.0,6.5,181.5,32942.25
none,219.0,0.0,688.0,376.5,311.5,97032.25
none,81.0,0.0,688.0,995.0,-307.0,94249.0
completed,169.0,1.0,188.0,770.5,-582.5,339306.25
completed,243.0,1.0,188.0,197.0,-9.0,81.0
completed,215.0,1.0,188.0,402.5,-214.5,46010.25
none,195.0,0.0,688.0,562.0,126.0,15876.0
completed,268.0,1.0,188.0,80.5,107.5,11556.25
completed,193.0,1.0,188.0,582.0,-394.0,155236.0
none,187.0,0.0,688.0,643.5,44.5,1980.25
completed,259.0,1.0,188.0,112.0,76.0,5776.0
none,170.0,0.0,688.0,763.5,-75.5,5700.25
completed,178.0,1.0,188.0,701.5,-513.5,263682.25
none,188.0,0.0,688.0,633.0,55.0,3025.0
none,242.0,0.0,688.0,205.0,483.0,233289.0
completed,136.0,1.0,188.0,929.0,-741.0,549081.0
completed,197.0,1.0,188.0,540.0,-352.0,123904.0
completed,286.0,1.0,188.0,27.0,161.0,25921.0
none,148.0,0.0,688.0,876.5,-188.5,35532.25
none,138.0,0.0,688.0,919.0,-231.0,53361.0
none,177.0,0.0,688.0,710.5,-22.5,506.25
none,259.0,0.0,688.0,112.0,576.0,331776.0
completed,243.0,1.0,188.0,197.0,-9.0,81.0
none,240.0,0.0,688.0,219.5,468.5,219492.25
none,192.0,0.0,688.0,593.0,95.0,9025.0
none,190.0,0.0,688.0,615.0,73.0,5329.0
none,219.0,0.0,688.0,376.5,311.5,97032.25
none,266.0,0.0,688.0,85.0,603.0,363609.0
none,141.0,0.0,688.0,909.0,-221.0,48841.0
none,229.0,0.0,688.0,296.5,391.5,153272.25
none,154.0,0.0,688.0,850.0,-162.0,26244.0
none,180.0,0.0,688.0,688.5,-0.5,0.25
none,164.0,0.0,688.0,799.5,-111.5,12432.25
none,128.0,0.0,688.0,950.0,-262.0,68644.0
none,244.0,0.0,688.0,188.0,500.0,250000.0
none,222.0,0.0,688.0,353.5,334.5,111890.25
none,121.0,0.0,688.0,964.0,-276.0,76176.0
none,252.0,0.0,688.0,147.5,540.5,292140.25
completed,202.0,1.0,188.0,493.0,-305.0,93025.0
none,187.0,0.0,688.0,643.5,44.5,1980.25
none,148.0,0.0,688.0,876.5,-188.5,35532.25
completed,181.0,1.0,188.0,682.5,-494.5,244530.25
completed,244.0,1.0,188.0,188.0,0.0,0.0
none,250.0,0.0,688.0,158.5,529.5,280370.25
completed,237.0,1.0,188.0,241.5,-53.5,2862.25
none,197.0,0.0,688.0,540.0,148.0,21904.0
completed,225.0,1.0,188.0,328.0,-140.0,19600.0
completed,171.0,1.0,188.0,755.0,-567.0,321489.0
none,201.0,0.0,688.0,502.0,186.0,34596.0
completed,243.0,1.0,188.0,197.0,-9.0,81.0
none,223.0,0.0,688.0,343.5,344.5,118680.25
completed,237.0,1.0,188.0,241.5,-53.5,2862.25
completed,218.0,1.0,188.0,383.5,-195.5,38220.25
none,155.0,0.0,688.0,844.5,-156.5,24492.25
none,105.0,0.0,688.0,982.0,-294.0,86436.0
completed,220.0,1.0,188.0,368.5,-180.5,32580.25
none,163.0,0.0,688.0,805.5,-117.5,13806.25
none,187.0,0.0,688.0,643.5,44.5,1980.25
none,144.0,0.0,688.0,895.0,-207.0,42849.0
completed,179.0,1.0,188.0,693.5,-505.5,255530.25
none,226.0,0.0,688.0,320.0,368.0,135424.0
completed,175.0,1.0,188.0,721.5,-533.5,284622.25
none,104.0,0.0,688.0,985.0,-297.0,88209.0
none,200.0,0.0,688.0,512.5,175.5,30800.25
none,141.0,0.0,688.0,909.0,-221.0,48841.0
completed,133.0,1.0,188.0,943.0,-755.0,570025.0
none,196.0,0.0,688.0,551.0,137.0,18769.0
none,137.0,0.0,688.0,923.5,-235.5,55460.25
completed,171.0,1.0,188.0,755.0,-567.0,321489.0
none,148.0,0.0,688.0,876.5,-188.5,35532.25
none,211.0,0.0,688.0,424.0,264.0,69696.0
none,152.0,0.0,688.0,861.0,-173.0,29929.0
none,178.0,0.0,688.0,701.5,-13.5,182.25
none,185.0,0.0,688.0,658.5,29.5,870.25
completed,216.0,1.0,188.0,396.0,-208.0,43264.0
none,144.0,0.0,688.0,895.0,-207.0,42849.0
completed,281.0,1.0,188.0,39.0,149.0,22201.0
completed,202.0,1.0,188.0,493.0,-305.0,93025.0
none,204.0,0.0,688.0,477.0,211.0,44521.0
completed,217.0,1.0,188.0,390.0,-202.0,40804.0
completed,234.0,1.0,188.0,268.0,-80.0,6400.0
none,209.0,0.0,688.0,440.0,248.0,61504.0
completed,163.0,1.0,188.0,805.5,-617.5,381306.25
none,234.0,0.0,688.0,268.0,420.0,176400.0
none,147.0,0.0,688.0,880.0,-192.0,36864.0
none,193.0,0.0,688.0,582.0,106.0,11236.0
none,105.0,0.0,688.0,982.0,-294.0,86436.0
completed,252.0,1.0,188.0,147.5,40.5,1640.25
none,247.0,0.0,688.0,174.5,513.5,263682.25
completed,231.0,1.0,188.0,286.5,-98.5,9702.25
none,205.0,0.0,688.0,469.5,218.5,47742.25
completed,213.0,1.0,188.0,411.5,-223.5,49952.25
none,218.0,0.0,688.0,383.5,304.5,92720.25
none,246.0,0.0,688.0,178.5,509.5,259590.25
none,162.0,0.0,688.0,811.0,-123.0,15129.0
none,189.0,0.0,688.0,624.5,63.5,4032.25
completed,221.0,1.0,188.0,360.5,-172.5,29756.25
none,201.0,0.0,688.0,502.0,186.0,34596.0
none,100.0,0.0,688.0,987.0,-299.0,89401.0
none,173.0,0.0,688.0,738.0,-50.0,2500.0
completed,199.0,1.0,188.0,522.5,-334.5,111890.25
none,191.0,0.0,688.0,604.0,84.0,7056.0
none,202.0,0.0,688.0,493.0,195.0,38025.0
none,251.0,0.0,688.0,153.5,534.5,285690.25
completed,228.0,1.0,188.0,302.0,-114.0,12996.0
completed,295.0,1.0,188.0,9.0,179.0,32041.0
completed,117.0,1.0,188.0,970.0,-782.0,611524.0
none,146.0,0.0,688.0,884.0,-196.0,38416.0
completed,243.0,1.0,188.0,197.0,-9.0,81.0
none,232.0,0.0,688.0,281.0,407.0,165649.0
completed,211.0,1.0,188.0,424.0,-236.0,55696.0
none,241.0,0.0,688.0,211.0,477.0,227529.0
none,224.0,0.0,688.0,334.0,354.0,125316.0
completed,152.0,1.0,188.0,861.0,-673.0,452929.0
none,203.0,0.0,688.0,484.5,203.5,41412.25
none,151.0,0.0,688.0,866.0,-178.0,31684.0
none,177.0,0.0,688.0,710.5,-22.5,506.25
completed,225.0,1.0,188.0,328.0,-140.0,19600.0
none,143.0,0.0,688.0,902.0,-214.0,45796.0
none,150.0,0.0,688.0,870.0,-182.0,33124.0
completed,201.0,1.0,188.0,502.0,-314.0,98596.0
completed,254.0,1.0,188.0,139.0,49.0,2401.0
completed,179.0,1.0,188.0,693.5,-505.5,255530.25
none,240.0,0.0,688.0,219.5,468.5,219492.25
completed,227.0,1.0,188.0,310.5,-122.5,15006.25
none,192.0,0.0,688.0,593.0,95.0,9025.0
none,166.0,0.0,688.0,789.0,-101.0,10201.0
completed,234.0,1.0,188.0,268.0,-80.0,6400.0
none,195.0,0.0,688.0,562.0,126.0,15876.0
none,179.0,0.0,688.0,693.5,-5.5,30.25
none,183.0,0.0,688.0,670.0,18.0,324.0
none,243.0,0.0,688.0,197.0,491.0,241081.0
completed,197.0,1.0,188.0,540.0,-352.0,123904.0
none,191.0,0.0,688.0,604.0,84.0,7056.0
none,202.0,0.0,688.0,493.0,195.0,38025.0
none,152.0,0.0,688.0,861.0,-173.0,29929.0
completed,283.0,1.0,188.0,36.0,152.0,23104.0
none,240.0,0.0,688.0,219.5,468.5,219492.25
none,173.0,0.0,688.0,738.0,-50.0,2500.0
completed,193.0,1.0,188.0,582.0,-394.0,155236.0
completed,249.0,1.0,188.0,163.5,24.5,600.25
completed,172.0,1.0,188.0,746.0,-558.0,311364.0
none,198.0,0.0,688.0,530.5,157.5,24806.25
none,105.0,0.0,688.0,982.0,-294.0,86436.0
completed,258.0,1.0,188.0,120.5,67.5,4556.25
none,233.0,0.0,688.0,276.0,412.0,169744.0
none,191.0,0.0,688.0,604.0,84.0,7056.0
completed,258.0,1.0,188.0,120.5,67.5,4556.25
,,,,,TOTAL,106844948.5
,,,,,SPEARMAN ρ,0.35892966792966796
